A_0,A_1,A_2,A_3,R_0,R_1,R_2,R_3,R_4,R_5,R_6,R_7,R_8,R_9,R_10,R_11,R_12,R_13,R_14,R_15,Class,Fitness,Accuracy,Numerosity,Avg Match Set Size,TimeStamp GA,Iteration Initialized,Specificity,Deletion Probability,Correct Count,Match Count,Epoch Complete
1.0,0.0,1.0,0.0,#,#,1.0,#,#,#,#,#,1.0,#,1.0,1.0,#,#,#,1.0,1.0,1.0,1.0,1,65.0,9438,9099,0.45,0.0005074736870450574,1,1,False
1.0,#,#,0.0,#,#,#,#,#,0.0,#,#,1.0,#,1.0,#,1.0,#,#,#,1.0,0.1968744043407226,0.85,1,37.96997885062021,9891,9099,0.3,0.0002964425409899552,17,20,False
0.0,0.0,#,0.0,0.0,#,0.0,#,1.0,#,#,#,#,#,#,#,#,#,#,#,0.0,1.0,1.0,1,50.39531762472714,9989,9102,0.3,0.0003934507329973392,20,20,False
0.0,#,0.0,0.0,1.0,#,#,#,#,#,#,0.0,#,#,#,#,#,#,#,#,1.0,0.017341529915832606,0.6666666666666666,1,51.4777926764816,9924,9108,0.25,0.014448762311078316,14,21,False
0.0,#,1.0,#,#,#,1.0,#,#,#,1.0,1.0,#,#,1.0,#,#,#,#,1.0,1.0,0.1615055828898458,0.8333333333333334,1,48.239999999999995,9999,9109,0.35,0.0003766235486623626,5,6,False
0.0,#,0.0,0.0,0.0,1.0,#,#,0.0,#,#,#,#,#,#,#,#,#,#,1.0,0.0,1.0,1.0,2,54.38758912,9908,9110,0.35,0.0008492390886220938,12,12,False
#,#,0.0,1.0,1.0,0.0,0.0,#,#,#,#,#,#,#,#,#,#,0.0,#,#,0.0,0.0005326116432003377,0.47058823529411764,1,40.0206120280064,9822,9121,0.3,0.00031245242374849507,8,17,False
#,1.0,#,1.0,#,#,1.0,#,#,1.0,#,1.0,#,#,#,#,#,1.0,#,#,1.0,0.44913710714186356,0.9230769230769231,1,53.407561216,9841,9123,0.3,0.0004169681847133558,12,13,False
0.0,1.0,1.0,0.0,#,#,#,#,#,#,0.0,#,#,#,#,#,#,#,#,#,0.0,1.0,1.0,3,32.626282376962244,9975,9128,0.25,0.0007641682990343173,22,22,False
#,0.0,0.0,#,#,0.0,#,#,#,#,#,#,#,0.0,#,#,#,#,#,#,0.0,0.14799861436994402,0.8260869565217391,1,42.12143386409462,9986,9129,0.2,0.0003288541437944098,38,46,False
0.0,#,0.0,#,1.0,1.0,#,#,0.0,#,#,#,#,#,#,#,#,#,1.0,#,1.0,0.004562132974169934,0.5833333333333334,1,40.1811456,9937,9130,0.3,0.00031370575549732746,7,12,False
#,0.0,#,0.0,#,#,#,#,#,#,#,#,1.0,0.0,1.0,#,1.0,#,#,#,1.0,0.056313514709472656,0.75,1,45.721495937024,9891,9131,0.3,0.0003569608633904182,12,16,False
1.0,0.0,1.0,0.0,#,#,#,#,#,#,#,#,#,#,1.0,#,1.0,#,#,#,1.0,1.0,1.0,1,41.15299898661274,9961,9134,0.3,0.00032129329428765967,19,19,False
1.0,0.0,1.0,#,#,1.0,#,#,#,#,#,#,#,1.0,0.0,#,#,#,0.0,#,0.0,0.21405831560130767,0.8571428571428571,1,45.2681848832,9883,9143,0.35,0.00035342173366945904,12,14,False
0.0,0.0,1.0,0.0,#,#,#,0.0,#,#,#,#,#,#,0.0,#,#,#,#,#,0.0,0.00043861045619322613,0.46153846153846156,1,40.252519936000006,9943,9148,0.3,0.0003142629954581016,6,13,False
0.0,0.0,#,0.0,#,#,0.0,#,#,#,#,0.0,#,#,0.0,#,#,#,#,#,0.0,0.30794614765743855,0.8888888888888888,1,52.31552000000001,9989,9148,0.3,0.0004084423049858376,8,9,False
0.0,0.0,0.0,1.0,#,0.0,#,#,#,#,#,#,#,#,0.0,#,#,#,1.0,#,0.0,1.0,1.0,1,45.12543488,9920,9149,0.35,0.00035230724335484983,12,12,False
1.0,#,1.0,1.0,#,#,#,1.0,#,#,#,#,#,#,#,1.0,#,#,#,1.0,1.0,1.0,1.0,1,52.836096000000005,9918,9157,0.3,0.00041250659147979405,12,12,False
1.0,1.0,#,#,#,#,#,#,#,0.0,#,1.0,#,#,#,#,#,1.0,#,1.0,1.0,0.21405831560130767,0.8571428571428571,1,59.4410576896,9997,9163,0.3,0.00046407342627075807,12,14,False
0.0,0.0,0.0,0.0,0.0,#,0.0,#,#,#,#,#,#,#,#,#,#,#,#,1.0,0.0,1.0,1.0,1,53.136,9894,9167,0.35,0.00041484802822809493,8,8,False
0.0,0.0,0.0,#,0.0,1.0,#,#,#,#,#,#,#,#,#,#,#,#,1.0,#,0.0,0.010890643668188604,0.6363636363636364,1,38.2816768,9953,9168,0.3,0.00029887605649174206,7,11,False
1.0,1.0,1.0,#,0.0,#,#,#,#,#,#,#,#,#,#,#,#,#,1.0,#,1.0,0.2746885647739283,0.8787878787878788,1,54.39703954938774,9997,9173,0.25,0.0004246933265302093,29,33,False
0.0,1.0,1.0,1.0,#,#,#,#,#,#,#,#,1.0,#,#,#,1.0,#,#,1.0,1.0,1.6538171687920194e-08,0.16666666666666666,1,43.36,9877,9177,0.35,0.0003385239856965183,1,6,False
0.0,#,#,1.0,#,1.0,#,#,#,1.0,#,#,#,#,#,#,#,#,1.0,#,1.0,0.14347992566424797,0.8235294117647058,1,41.4026683588608,9932,9182,0.25,0.0003232425348549973,14,17,False
0.0,0.0,1.0,1.0,#,#,0.0,#,#,#,#,1.0,#,#,#,#,#,#,#,#,1.0,0.0009765625,0.5,1,43.32648704,9376,9183,0.3,0.0003382623403830569,6,12,False
0.0,#,#,1.0,#,#,#,1.0,#,#,#,1.0,#,#,1.0,#,#,1.0,#,#,1.0,0.2860377655391561,0.8823529411764706,1,40.202067873792004,9987,9183,0.3,0.00031386910170382894,15,17,False
1.0,1.0,#,#,#,#,#,#,1.0,#,#,1.0,#,0.0,#,0.0,#,#,0.0,0.0,0.0,1.0,1.0,1,65.0,9889,9185,0.4,0.0005074736870450574,2,2,False
1.0,1.0,#,0.0,#,1.0,#,#,#,#,#,1.0,#,#,#,#,1.0,#,#,#,1.0,0.14347992566424797,0.8235294117647058,1,39.5248566206464,9993,9187,0.3,0.0003085819187570258,14,17,False
1.0,0.0,#,#,#,#,#,#,#,#,#,#,#,1.0,1.0,1.0,#,#,#,#,1.0,0.18814528037496547,0.8461538461538461,1,37.961340416,9963,9194,0.25,0.00029637509824738574,11,13,False
1.0,0.0,1.0,0.0,#,#,#,#,1.0,#,#,#,#,#,1.0,#,#,#,#,#,1.0,1.0,1.0,1,43.6417951547392,9971,9195,0.3,0.0003407240414837019,17,17,False
0.0,0.0,1.0,1.0,#,0.0,#,1.0,#,#,#,1.0,#,#,#,#,#,#,#,#,1.0,1.0,1.0,1,34.75,9376,9198,0.35,0.0002713032403817807,4,4,False
0.0,0.0,1.0,1.0,#,#,0.0,1.0,#,#,#,#,#,#,#,#,#,#,#,#,1.0,1.0,1.0,1,33.74648623104,9974,9198,0.3,0.00026346851988432514,15,15,False
#,1.0,0.0,0.0,#,#,#,#,1.0,#,0.0,#,#,#,#,#,#,#,#,0.0,1.0,0.007788724579811145,0.6153846153846154,1,37.111081984,9864,9199,0.3,0.0002897368862254136,8,13,False
0.0,#,1.0,0.0,1.0,#,1.0,#,#,#,#,#,#,#,#,#,#,#,#,#,1.0,0.08101311022241207,0.7777777777777778,1,41.836914438067325,9999,9200,0.25,0.0003266328188380711,21,27,False
0.0,0.0,0.0,1.0,#,0.0,#,#,#,#,0.0,#,#,0.0,#,#,#,#,#,#,0.0,1.0,1.0,1,48.504000000000005,9901,9202,0.35,0.0003786846725605149,7,7,False
0.0,1.0,1.0,0.0,0.0,#,#,#,#,#,#,1.0,#,#,#,#,#,#,#,#,0.0,7.083803738906812e-05,0.38461538461538464,1,37.237927936,9749,9204,0.3,0.000290727209040001,5,13,False
0.0,#,1.0,1.0,0.0,#,0.0,#,#,#,#,0.0,#,#,#,#,#,#,#,0.0,0.0,0.003712098683732816,0.5714285714285714,1,45.44,9806,9205,0.35,0.0003547631436819601,4,7,False
1.0,#,#,1.0,#,#,#,#,#,#,#,#,#,#,#,1.0,#,1.0,#,1.0,1.0,0.3288161986316662,0.8947368421052632,1,56.547805641932804,9997,9212,0.25,0.00044148497574490676,17,19,False
1.0,1.0,0.0,0.0,#,#,#,#,#,#,1.0,1.0,#,#,#,0.0,1.0,#,#,#,1.0,1.0,1.0,2,38.5,9977,9214,0.4,0.000601161136961068,4,4,False
1.0,#,#,0.0,#,1.0,#,#,#,#,#,#,#,0.0,#,#,1.0,#,#,#,1.0,0.14347992566424797,0.8235294117647058,1,43.1127367786496,9892,9214,0.25,0.0003365935306409902,14,17,False
0.0,0.0,0.0,0.0,#,1.0,#,0.0,#,#,#,#,#,#,#,#,#,#,#,#,1.0,0.0009765625,0.5,1,56.37259264,9942,9215,0.3,0.0004401170374663057,6,12,False
1.0,1.0,0.0,1.0,#,#,#,#,#,#,#,#,#,#,#,#,#,0.0,#,#,0.0,1.0,1.0,3,30.205097065624372,9965,9216,0.25,0.0007074596296359805,20,20,False
1.0,#,#,1.0,#,#,#,#,#,#,#,#,#,1.0,#,1.0,1.0,0.0,1.0,#,1.0,0.0009765625,0.5,1,40.5,9919,9217,0.35,0.00031619514346653576,2,4,False
#,0.0,1.0,0.0,#,#,#,#,#,1.0,#,#,#,#,#,#,1.0,#,#,1.0,1.0,0.0009765625,0.5,1,42.62913626112,9973,9219,0.3,0.00033281792236887264,8,16,False
#,#,1.0,1.0,#,#,#,#,#,1.0,#,1.0,#,#,#,0.0,#,#,#,0.0,1.0,0.0009765625,0.5,1,50.018863616,9595,9220,0.3,0.0003905116483233137,7,14,False
1.0,1.0,1.0,#,#,#,1.0,#,#,#,#,1.0,#,#,#,#,#,#,1.0,#,1.0,0.1793344879248387,0.8421052631578947,1,50.1426636340265,9997,9222,0.3,0.0003914781906556853,16,19,False
1.0,#,0.0,1.0,#,#,#,#,#,#,#,#,#,1.0,#,#,#,1.0,#,#,1.0,1.0,1.0,1,45.21568632149199,9983,9226,0.25,0.0003530118623052355,23,23,False
#,0.0,0.0,#,#,#,#,#,#,#,#,#,#,1.0,1.0,#,#,1.0,#,0.0,1.0,0.00010485760000000006,0.4,1,48.640832,9987,9226,0.3,0.00037975295932275716,4,10,False
0.0,#,0.0,1.0,#,#,#,#,1.0,0.0,#,#,#,#,#,#,#,#,#,#,0.0,0.1615055828898458,0.8333333333333334,1,35.74308785279936,9947,9227,0.25,0.00027905656275439226,20,24,False
0.0,1.0,#,1.0,#,#,#,#,#,0.0,#,#,0.0,#,#,#,#,#,1.0,#,0.0,0.009094947017729282,0.625,1,39.019895926784,9854,9228,0.3,0.0003046395454473769,10,16,False
#,0.0,1.0,0.0,#,#,1.0,#,#,0.0,0.0,#,#,#,1.0,1.0,#,#,#,#,1.0,1.0,1.0,1,49.0,9955,9229,0.4,0.0003825570871570433,2,2,False
#,1.0,0.0,0.0,#,#,#,#,0.0,#,#,1.0,#,#,0.0,#,#,#,#,#,0.0,0.14347992566424797,0.8235294117647058,1,41.394625867776,9908,9231,0.3,0.0003231797448149384,14,17,False
0.0,0.0,0.0,1.0,#,0.0,#,#,#,#,#,#,#,#,0.0,#,0.0,#,1.0,#,0.0,1.0,1.0,1,45.6,9920,9234,0.4,0.0003560123096808403,5,5,False
1.0,#,1.0,0.0,#,#,#,#,#,0.0,#,#,#,#,1.0,#,1.0,#,#,#,1.0,0.08101311022241207,0.7777777777777778,1,46.4406860300288,9912,9246,0.3,0.0003625757872086247,14,18,False
1.0,#,#,0.0,#,#,#,#,0.0,0.0,#,#,1.0,#,1.0,#,#,#,#,#,1.0,0.07253815028640576,0.7692307692307693,1,36.946318848,9963,9246,0.3,0.0002884505330544132,10,13,False
1.0,0.0,#,#,0.0,1.0,#,#,0.0,#,#,#,0.0,#,#,#,#,#,#,#,0.0,0.017341529915832606,0.6666666666666666,1,45.5616,9900,9251,0.3,0.00035571250984110905,6,9,False
0.0,1.0,1.0,#,#,#,0.0,#,#,0.0,0.0,1.0,0.0,#,0.0,#,#,#,#,#,0.0,0.0,0.0,1,41.333333333333336,9256,9256,0.45,0.00032270121637736985,0,3,False
0.0,0.0,1.0,0.0,#,#,0.0,#,#,#,#,1.0,#,#,#,#,#,#,#,#,0.0,1.0,1.0,1,42.246840832,9818,9258,0.3,0.0003298332320464726,13,13,False
#,0.0,1.0,#,#,#,0.0,#,#,#,#,#,#,#,0.0,#,#,#,1.0,#,0.0,0.03457161303360778,0.7142857142857143,1,41.6664749056,9991,9258,0.25,0.000325302148407926,10,14,False
1.0,1.0,0.0,0.0,#,#,#,#,#,#,1.0,#,#,#,#,#,#,#,0.0,#,0.0,4.042714402568608e-05,0.36363636363636365,1,32.265215999999995,9601,9259,0.3,0.00025190381733577197,4,11,False
1.0,1.0,0.0,#,#,#,#,#,#,0.0,#,#,#,#,#,#,#,0.0,0.0,0.0,0.0,0.0009765625,0.5,1,38.2,9965,9259,0.35,0.00029823838223263377,3,6,False
1.0,1.0,#,0.0,0.0,#,#,#,#,#,#,#,#,#,#,#,1.0,#,#,#,1.0,0.12086380610771207,0.8095238095238095,2,47.74403703072227,9984,9263,0.25,0.0076909679747221935,17,21,False
#,1.0,0.0,0.0,0.0,#,#,#,#,#,#,0.0,#,#,#,0.0,1.0,#,#,#,1.0,0.10737418240000006,0.8,1,44.0,9747,9263,0.35,0.0003435206496920389,4,5,False
1.0,#,0.0,1.0,#,#,#,#,#,#,#,#,#,0.0,#,#,#,#,#,0.0,0.0,0.009094947017729282,0.625,1,37.16182815129601,9965,9266,0.25,0.00029013307614266144,10,16,False
1.0,1.0,#,1.0,#,#,#,1.0,#,#,#,0.0,0.0,#,#,0.0,#,0.0,#,#,0.0,0.006046617599999997,0.6,1,44.8,9917,9266,0.4,0.00034976647968643955,3,5,False
0.0,1.0,1.0,0.0,#,#,#,1.0,#,#,0.0,#,1.0,#,#,#,#,#,#,#,0.0,1.0,1.0,1,33.6,9939,9273,0.35,0.0002623248597648297,5,5,False
0.0,0.0,#,0.0,0.0,#,0.0,#,#,#,#,#,#,#,#,#,#,#,#,#,0.0,1.0,1.0,4,52.77979708600593,9989,9274,0.25,0.0016482681986907941,30,30,False
0.0,0.0,0.0,#,0.0,1.0,#,#,#,#,1.0,#,#,#,1.0,#,#,#,1.0,#,0.0,0.0009765625,0.5,1,31.0,9350,9274,0.4,0.00024202591228302737,1,2,False
#,1.0,0.0,#,#,#,#,#,0.0,#,0.0,#,#,#,#,#,0.0,0.0,#,#,0.0,0.2630755761638284,0.875,1,50.4096,9954,9275,0.3,0.00039356223960717733,7,8,False
0.0,1.0,0.0,#,#,#,#,#,0.0,#,#,#,#,#,0.0,#,#,#,#,#,0.0,0.0449794624657894,0.7333333333333333,1,42.09173528008613,9960,9275,0.25,0.004554919532971632,22,30,False
1.0,1.0,#,0.0,#,#,#,#,#,0.0,#,#,#,0.0,#,#,0.0,#,#,0.0,0.0,0.017341529915832606,0.6666666666666666,1,47.666666666666664,9876,9280,0.35,0.00037214737049970874,2,3,False
1.0,1.0,1.0,0.0,#,#,1.0,#,#,#,#,1.0,#,#,#,#,#,1.0,#,1.0,1.0,0.0009765625,0.5,1,49.5,9692,9282,0.4,0.0003864607309035437,1,2,False
1.0,1.0,#,#,#,#,#,#,#,0.0,#,1.0,#,#,#,#,#,#,1.0,1.0,1.0,0.09405385072968116,0.7894736842105263,1,55.67704314934067,9997,9282,0.3,0.0004346866826271179,15,19,False
1.0,#,0.0,0.0,#,#,#,#,#,#,#,1.0,#,#,#,#,1.0,#,#,#,1.0,0.3288161986316662,0.8947368421052632,2,31.643128617500672,9993,9284,0.25,0.0004940940045896627,17,19,False
#,1.0,0.0,0.0,#,1.0,#,#,#,#,#,1.0,#,#,#,#,1.0,#,#,#,1.0,0.056313514709472656,0.75,1,42.132271104,9993,9284,0.3,0.0003289387532419817,12,16,False
#,1.0,0.0,0.0,#,#,#,1.0,1.0,#,#,#,#,#,#,#,#,#,#,#,1.0,0.030713071210289808,0.7058823529411765,1,43.0102635380736,9977,9285,0.25,0.00033579349259147393,12,17,False
0.0,#,1.0,0.0,#,#,#,#,#,#,1.0,#,#,#,#,#,0.0,#,#,#,1.0,0.03457161303360778,0.7142857142857143,1,46.20443323077493,9999,9286,0.25,0.006505222326466699,15,21,False
1.0,0.0,#,0.0,#,0.0,0.0,#,#,#,#,#,0.0,#,#,#,#,#,#,#,0.0,0.0009765625,0.5,1,33.22240000000001,9815,9291,0.3,0.0002593768280074726,4,8,False
0.0,0.0,1.0,1.0,#,#,#,#,0.0,#,#,#,#,#,#,#,#,#,#,1.0,0.0,0.017341529915832606,0.6666666666666666,1,39.336,9991,9292,0.3,0.00030710746082468276,6,9,False
1.0,#,0.0,1.0,#,#,#,#,#,#,#,#,#,#,#,#,#,1.0,#,#,1.0,0.10068641274196444,0.7948717948717948,1,44.498823348434726,9983,9296,0.2,0.00034741510698149013,31,39,False
0.0,0.0,#,1.0,#,1.0,0.0,1.0,#,#,#,1.0,#,#,#,#,#,#,#,0.0,1.0,1.0,1.0,1,36.0,9987,9299,0.4,0.0002810623497480318,4,4,False
#,#,1.0,1.0,#,#,#,#,0.0,#,#,0.0,#,#,#,#,1.0,#,#,1.0,0.0,0.0009765625,0.5,1,51.68,9752,9300,0.3,0.00040348061763828563,3,6,False
0.0,#,1.0,0.0,#,0.0,1.0,#,#,#,#,#,#,#,1.0,#,#,#,#,#,1.0,0.004562132974169934,0.5833333333333334,1,41.277946879999995,9999,9302,0.3,0.0003222687984129788,7,12,False
#,0.0,1.0,#,#,#,1.0,#,#,#,#,1.0,#,#,1.0,1.0,#,#,1.0,1.0,1.0,1.0,1.0,1,53.25,9966,9302,0.4,0.00041573805900229705,4,4,False
0.0,#,1.0,1.0,#,#,0.0,#,#,#,#,1.0,0.0,#,#,#,#,#,#,#,1.0,0.09405385072968116,0.7894736842105263,1,41.20381550536294,9980,9303,0.3,0.00032169003345893594,15,19,False
0.0,#,#,1.0,#,#,#,1.0,#,#,#,1.0,0.0,#,#,#,#,#,#,#,1.0,0.07816584462936413,0.775,1,38.540618127602166,9987,9304,0.25,0.0003008976858801515,31,40,False
1.0,#,0.0,1.0,0.0,1.0,#,#,1.0,#,#,#,#,#,#,0.0,#,0.0,#,#,0.0,0.0009765625,0.5,1,52.0,9519,9305,0.4,0.00040597894963604594,1,2,False
1.0,#,1.0,#,#,#,#,#,#,#,1.0,#,#,#,#,#,#,#,1.0,1.0,1.0,0.1253815679310719,0.8125,1,55.70654038572471,9984,9308,0.25,0.0004349169760318171,26,32,False
#,0.0,1.0,1.0,#,#,#,#,#,#,#,#,#,#,0.0,0.0,#,#,#,#,0.0,0.10737418240000006,0.8,1,43.357070458879996,9900,9309,0.25,0.0003385011139267719,12,15,False
#,#,0.0,0.0,#,#,#,#,0.0,#,#,#,0.0,#,#,#,0.0,#,#,#,0.0,0.2860377655391561,0.8823529411764706,1,57.904665325568,9988,9310,0.25,0.00045207836938270895,15,17,False
0.0,1.0,1.0,0.0,#,#,#,#,0.0,#,0.0,#,#,#,#,#,#,#,#,#,0.0,1.0,1.0,3,31.2384256,9934,9313,0.3,0.0007316621084637559,11,11,False
#,0.0,#,1.0,#,#,#,#,#,#,#,1.0,#,1.0,#,1.0,#,#,#,#,1.0,0.007264434303609265,0.6111111111111112,1,41.78428322201599,9966,9317,0.25,0.0003262219118032521,11,18,False
#,#,1.0,1.0,#,#,1.0,#,#,#,#,#,#,#,#,0.0,1.0,#,#,0.0,0.0,0.2630755761638284,0.875,1,52.020799999999994,9856,9320,0.3,0.0004061413412159003,7,8,False
1.0,1.0,1.0,1.0,#,#,1.0,#,#,#,#,#,#,#,#,0.0,#,#,#,#,0.0,7.606176347471821e-06,0.3076923076923077,1,55.441562112,9592,9320,0.3,0.00043284821446944925,4,13,False
1.0,1.0,#,1.0,#,#,1.0,#,#,1.0,#,#,#,#,#,#,#,1.0,#,#,1.0,0.13443063274931202,0.8181818181818182,1,51.191385600000004,9841,9321,0.3,0.00039966586454426555,9,11,False
0.0,0.0,#,0.0,#,#,1.0,0.0,#,#,0.0,#,#,#,#,#,#,#,#,#,1.0,0.006046617599999997,0.6,1,36.8,9968,9324,0.3,0.0002873081797424325,3,5,False
0.0,1.0,1.0,1.0,#,#,#,#,#,#,#,1.0,#,#,#,#,#,#,#,1.0,1.0,1.0,1.0,1,41.57861083136,9980,9325,0.3,0.000324616168320028,15,15,False
0.0,1.0,1.0,0.0,#,#,#,#,#,#,1.0,1.0,#,#,#,#,#,#,#,#,1.0,1.0,1.0,1,39.6495872,9936,9326,0.3,0.0003095557262492079,12,12,False
1.0,0.0,1.0,0.0,#,#,1.0,#,#,0.0,#,#,1.0,#,1.0,#,0.0,#,#,#,1.0,1.0,1.0,1,63.5,9971,9328,0.45,0.0004957627558055561,2,2,False
1.0,1.0,#,#,#,#,#,#,#,#,#,#,#,#,#,#,0.0,0.0,#,0.0,0.0,0.08966986063941502,0.7857142857142857,1,48.50261248,9954,9334,0.25,0.0003786738397929726,11,14,False
1.0,#,1.0,0.0,#,#,#,#,#,0.0,#,#,#,#,#,#,#,#,0.0,#,0.0,0.022485239280132175,0.6842105263157895,1,33.61438992288973,9938,9338,0.25,0.0002624372060298319,13,19,False
0.0,0.0,0.0,#,0.0,#,0.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,0.0,1.0,1.0,1,51.0592,9795,9340,0.3,0.0003986338535626307,8,8,False
0.0,#,1.0,0.0,1.0,#,1.0,1.0,#,#,1.0,#,#,#,#,1.0,#,#,#,#,1.0,1.0,1.0,1,54.5,9744,9343,0.4,0.00042549716836854816,2,2,False
0.0,1.0,1.0,0.0,#,#,#,#,#,#,1.0,0.0,#,#,#,#,#,#,#,#,1.0,1.0,1.0,2,36.889536,9935,9343,0.3,0.0005760144260708117,10,10,False
1.0,#,0.0,1.0,#,#,1.0,#,#,#,#,#,#,#,#,#,1.0,0.0,#,#,0.0,0.21405831560130767,0.8571428571428571,1,33.872,9890,9344,0.3,0.0002644484419629259,6,7,False
1.0,1.0,1.0,1.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,#,#,0.0,0.0,1.0,1.0,1,58.630399999999995,9889,9346,0.3,0.00045774438862963894,9,9,False
#,0.0,#,1.0,#,0.0,#,#,#,#,0.0,#,#,0.0,#,#,#,1.0,#,#,0.0,1.0,1.0,1,49.368,9986,9347,0.3,0.00038543016895446763,7,7,False
0.0,0.0,0.0,1.0,#,#,#,#,#,#,#,#,1.0,0.0,#,#,#,#,#,#,0.0,0.0009765625,0.5,1,36.831744,9776,9347,0.3,0.00028755601427661034,5,10,False
0.0,0.0,0.0,#,#,1.0,#,#,#,#,#,#,#,#,#,#,#,#,#,#,1.0,0.05054304722235554,0.7419354838709677,1,37.502512853542235,9987,9353,0.2,0.0036115787290288367,23,31,False
1.0,0.0,0.0,1.0,#,#,#,#,#,#,#,1.0,#,1.0,#,1.0,#,#,#,#,1.0,1.0,1.0,1,46.0,9919,9354,0.35,0.0003591352246780406,2,2,False
1.0,0.0,1.0,0.0,#,#,#,#,#,0.0,#,#,#,#,1.0,#,#,#,#,#,1.0,1.0,1.0,2,48.5207808,9971,9355,0.3,0.0007576313701809547,12,12,False
0.0,1.0,1.0,0.0,#,#,#,#,#,#,1.0,1.0,#,#,#,#,#,#,#,0.0,1.0,1.0,1.0,1,43.0,9835,9358,0.35,0.000335713362199038,2,2,False
0.0,#,1.0,0.0,#,#,#,#,#,#,1.0,#,#,#,#,#,1.0,#,#,#,1.0,0.08618797774714908,0.782608695652174,1,41.326409522510666,9973,9358,0.25,0.0003226471601957301,18,23,False
1.0,0.0,0.0,0.0,#,1.0,#,#,#,#,#,#,0.0,#,#,#,#,#,#,#,0.0,1.0,1.0,1,53.0,9988,9360,0.3,0.00041378623712904684,5,5,False
1.0,0.0,0.0,#,0.0,1.0,#,#,#,0.0,#,#,0.0,#,#,0.0,#,#,#,#,0.0,0.0009765625,0.5,1,55.0,9470,9360,0.4,0.0004294008121150486,1,2,False
1.0,0.0,0.0,1.0,#,#,1.0,#,#,#,#,#,#,1.0,#,#,#,#,#,#,1.0,1.0,1.0,1,43.888,9919,9361,0.3,0.00034264623349282273,7,7,False
0.0,0.0,1.0,#,#,#,#,1.0,#,1.0,#,0.0,#,#,#,#,0.0,#,#,#,1.0,1.0,1.0,1,29.5,9974,9362,0.35,0.00023031498104352606,4,4,False
1.0,#,0.0,0.0,0.0,#,#,#,#,#,#,#,#,#,#,0.0,1.0,#,#,#,1.0,1.0,1.0,2,42.8,9831,9365,0.3,0.0006683038094008756,5,5,False
1.0,#,1.0,1.0,#,#,#,#,#,#,#,#,#,#,1.0,1.0,#,#,1.0,#,1.0,0.03457161303360778,0.7142857142857143,1,50.88,9958,9367,0.3,0.00039723478764388495,5,7,False
#,1.0,1.0,1.0,#,#,#,1.0,#,#,#,1.0,0.0,#,#,#,#,#,#,#,1.0,0.12086380610771207,0.8095238095238095,1,46.0046369972591,9980,9370,0.3,0.00035917142704874666,17,21,False
1.0,#,0.0,0.0,#,#,#,#,#,#,#,#,#,0.0,#,#,1.0,#,#,#,1.0,1.0,1.0,1,33.129612800000004,9959,9373,0.25,0.000258652411661402,11,11,False
0.0,#,0.0,#,1.0,1.0,#,#,#,#,#,1.0,#,#,#,#,#,#,0.0,#,1.0,0.009094947017729282,0.625,1,42.5712,9964,9375,0.3,0.0003323655973220392,5,8,False
#,1.0,1.0,0.0,#,#,0.0,#,#,#,1.0,#,#,#,#,#,#,#,1.0,#,1.0,1.0,1.0,1,39.23954688,9775,9377,0.3,0.00030635442358724585,12,12,False
0.0,#,1.0,0.0,1.0,1.0,#,#,1.0,#,1.0,#,#,0.0,#,#,1.0,#,#,#,1.0,1.0,1.0,1,41.0,9811,9382,0.45,0.00032009878721303624,1,1,False
1.0,1.0,1.0,1.0,#,#,0.0,#,#,#,#,#,#,#,#,#,1.0,#,0.0,0.0,0.0,1.0,1.0,1,53.5,9956,9384,0.4,0.00041768988087554726,2,2,False
0.0,0.0,1.0,#,#,#,0.0,#,#,1.0,#,0.0,#,#,#,#,#,#,#,#,0.0,0.000376507118583527,0.45454545454545453,1,39.5719808,9945,9387,0.3,0.0003089498307731111,5,11,False
1.0,0.0,0.0,1.0,#,0.0,#,#,#,#,#,#,#,#,#,#,#,#,#,#,0.0,0.0020490232064151867,0.5384615384615384,1,43.877539328,9986,9394,0.25,0.0003425645640191488,7,13,False
1.0,#,#,#,#,0.0,#,#,0.0,0.0,#,#,#,0.0,#,#,#,0.0,1.0,#,0.0,0.017341529915832606,0.6666666666666666,1,73.33333333333333,9750,9394,0.35,0.0005725344161533981,2,3,False
#,0.0,0.0,0.0,0.0,#,0.0,#,1.0,#,#,#,#,#,#,#,#,#,#,#,0.0,0.0009765625,0.5,1,39.289472,9817,9395,0.3,0.0003067442033522084,5,10,False
1.0,#,1.0,0.0,#,1.0,#,#,#,#,#,#,#,#,#,#,#,#,0.0,#,0.0,0.04866434177987885,0.7391304347826086,1,31.577837620146944,9990,9397,0.25,0.0031584184892177224,17,23,False
1.0,1.0,#,#,#,#,0.0,#,#,0.0,1.0,#,#,#,#,0.0,0.0,#,0.0,0.0,0.0,1.0,1.0,1,65.0,9566,9397,0.45,0.0005074736870450574,1,1,False
1.0,1.0,0.0,0.0,#,#,#,#,#,#,#,#,#,#,#,#,1.0,#,#,#,1.0,1.0,1.0,3,30.4518460014592,9993,9398,0.25,0.0007132389492779441,19,19,False
1.0,#,#,0.0,1.0,1.0,#,#,1.0,#,#,#,#,0.0,#,#,#,#,#,#,1.0,0.017341529915832606,0.6666666666666666,1,35.6,9803,9398,0.3,0.00027793943475083147,4,6,False
